kind,key,source,line,render_type,layer,parameters,directives,dependencies,effect_calls
particle,powerbomb_prepare_line,magic.particle,2820,LINE,,,CLONE,powerbomb_prepare_elec,
timeline,powerbomb_explode,magic.particle,2836,,,accel_maxt;hold;maxt;sx;sy,DATAS;EF;PVIB;QU_HANDSHAKE;QU_VIB;SND;WAIT,powerbomb_explode_aftcircle;powerbomb_explode_bcircle;powerbomb_explode_elec;powerbomb_explode_elec_s;powerbomb_explode_line;powerbomb_explode_ripple;powerbomb_explode_ripple_s,
particle,powerbomb_explode_elec,magic.particle,2880,ELEC_LINE,TOP_ADD,,,,
particle,powerbomb_explode_elec_s,magic.particle,2903,,TOP_SUB,,CLONE,powerbomb_explode_elec,
particle,powerbomb_explode_line,magic.particle,2910,LINE,TOP_ADD,,,,
particle,powerbomb_explode_ripple,magic.particle,2928,,TOP_ADD,,CLONE,overdrive_growl_ripple,
particle,powerbomb_explode_ripple_s,magic.particle,2938,,TOP_SUB,,CLONE,powerbomb_explode_ripple,
particle,powerbomb_explode_bcircle,magic.particle,2947,BLURCIRCLE,TOP_ADD,,,,
particle,powerbomb_explode_aftcircle,magic.particle,2965,BLURCIRCLE,TOP_ADD,,,,
timeline,itembomb_initialize,magic.particle,2994,,,,SND,,
timeline,itembomb_activate,magic.particle,2998,,,agR;sx;sy,DATAS;SND,itembomb_throw_halo;reflect_circle,
particle,itembomb_throw_halo,magic.particle,3009,,NORMAL,,CLONE,puppy_attack_tackle_halo,
timeline,itembomb_explode_prepare,magic.particle,3021,,,,SND_SPOS,,
timeline,itembomb_explode,magic.particle,3026,,,radius;tx;ty;zr,EF;EFT;QU_SINV;QU_VIB;SND,explode_circle_c_big;explode_circle_c_sml;fox_chaserball_explode_smoke;magic_fireball_explode_add_en;magic_fireball_explode_dust_en;magic_fireball_explode_halo_en;magic_fireball_explode_sub_en;shockwave_ibomb_t30,mg_itembomb_explode_sphere;post_fireball_sphere
particle,shockwave_ibomb_t30,magic.particle,3050,,,,CLONE,shockwave_en_t20,
particle,explode_circle_c_big,magic.particle,3061,BLURCIRCLE,TOP_ADD,,,,
particle,explode_circle_c_sml,magic.particle,3080,,SUB,,CLONE,explode_circle_c_big,
timeline,itembomb_lig_explode,magic.particle,3107,,,radius;tx;ty,EFT;QU_SINV;QU_VIB;SND,itembomb_lig_explode_ball_a0;itembomb_lig_explode_ball_a1;itembomb_lig_explode_halo_a_dot;itembomb_lig_explode_halo_a_dot_line;itembomb_lig_explode_halo_s0;itembomb_lig_explode_halo_s1;itembomb_lig_explode_halo_s_dot_line,post_fireball_sphere
particle,itembomb_lig_explode_halo_s0,magic.particle,3128,HALO,TOP_SUB,,,,
particle,itembomb_lig_explode_halo_s1,magic.particle,3151,HALO,SUB,,,,
particle,itembomb_lig_explode_ball_a0,magic.particle,3176,BLURCIRCLE,ADD,,,,
particle,itembomb_lig_explode_ball_a1,magic.particle,3199,BLURCIRCLE,ADD,,,,
particle,itembomb_lig_explode_halo_a_dot,magic.particle,3228,BLURCIRCLE,ADD,,,,
particle,itembomb_lig_explode_halo_a_dot_line,magic.particle,3255,LINE,ADD,,,,
particle,itembomb_lig_explode_halo_s_dot_line,magic.particle,3279,,SUB,,CLONE,itembomb_lig_explode_halo_a_dot_line,
timeline,flashbang_self_explode,magic.particle,3292,,,t,PE;QU_VIB;SND,,
timeline,itembomb_magic_prepare,magic.particle,3304,,,,SND_SPOS,,
timeline,itembomb_magic_explode,magic.particle,3309,,,_i;dmg_count;dmg_intv;maxt;radius;tx;ty,QU_HANDSHAKE;QU_SINV;QU_VIB;SND;SND_SPOS,itembomb_magic_explode_bcircle_0;itembomb_magic_explode_bcircle_1;itembomb_magic_explode_elec;itembomb_magic_explode_finish_halo;itembomb_magic_explode_init_halo;itembomb_magic_explode_ripple,
particle,itembomb_magic_explode_init_halo,magic.particle,3340,,,,CLONE,magic_chantcomp_target_halo_pr,
particle,itembomb_magic_explode_bcircle_0,magic.particle,3355,BLURCIRCLE,SUB,,,,
particle,itembomb_magic_explode_bcircle_1,magic.particle,3376,BLURCIRCLE,ADD,,,,
particle,itembomb_magic_explode_elec,magic.particle,3397,ELEC,TOP_ADD,,,,
particle,itembomb_magic_explode_ripple,magic.particle,3425,,TOP_ADD,,CLONE,enemy_get_experience_ripple,
particle,itembomb_magic_explode_finish_halo,magic.particle,3444,,TOP_ADD,,CLONE,itembomb_lig_explode_halo_s1,
timeline,hit_en_itembomb_mag,magic.particle,3459,,,hit_x;hit_y,,hit_en_itembomb_mag_halo,
particle,hit_en_itembomb_mag_halo,magic.particle,3463,TOP_ADD,,,CLONE,pr_cane_hit_halo_r,
timeline,webshot_appear,magic.particle,3482,,,agR;sx;sy,CALCAGR;DATAS;WAIT,candleshot_light;webshot_splash_circle,
particle,webshot_splash_circle,magic.particle,3494,,,,CLONE,sponge_shot_splash_circle,
particle,thunderball_shot_elec_a0,magic.particle,3501,POLYGON,TOP,,,,
particle,thunderball_shot_elec_a,magic.particle,3512,ELEC_LINE,ADD,,,,
particle,thunderball_shot_elec_s,magic.particle,3538,,SUB,,CLONE,thunderball_shot_elec_a,
timeline,thunderball_shot_appear,magic.particle,3546,,,sx;sy,DATAS;SND;WAIT,enemy_nattr_splash_thunder_circle;enemy_nattr_thunder_blurcircle;magic_thunder_explode_s_halo;magic_thunder_explode_s_halo_sub,
timeline,thunderball_shot_break,magic.particle,3560,,,agR;sx;sy,DATAS;SND,magic_thunder_explode_s_halo;magic_thunder_explode_s_halo_sub;thunderball_shot_bounce_line,
timeline,thunderball_shot_bounce,magic.particle,3570,,,agR;sx;sy,DATAS;SND,thunderball_shot_bounce_line,
particle,thunderball_shot_bounce_line,magic.particle,3578,LINE,TOP,,,,
timeline,mg_watershard_init,magic.particle,3607,,,_x;_y;id;sx;sy,DATAS;SND,mg_watershard_init_circle,
particle,mg_watershard_init_circle,magic.particle,3620,BLURCIRCLE,TOP_ADD,,,,
particle,mg_watershard_trace_circle,magic.particle,3643,BLURCIRCLE,,,,,
timeline,mg_watershard_hit,magic.particle,3680,,,nosnd,MERGE;SND,magic_hit_to_water,
timeline,mg_watershard_shot_prepare,magic.particle,3690,,,,SND;WAIT,mg_watershard_charge_circle,
particle,mg_watershard_charge_circle,magic.particle,3698,,TOP_ADD,,CLONE,roaper_atk0_charge_circle,
timeline,mg_watershard_shot,magic.particle,3709,,,sa;sx;sxr;sy;syr,DATAS;SND_SPOS;WAIT,mg_watershard_shoot_bright;mg_watershard_shoot_bright_after;mg_watershard_shoot_circle;mg_watershard_shoot_halo;mg_watershard_shoot_halo_s,
particle,mg_watershard_shoot_halo,magic.particle,3730,,TOP_ADD,,CLONE,itembomb_throw_halo,
particle,mg_watershard_shoot_halo_s,magic.particle,3741,,SUB,,CLONE,itembomb_throw_halo,
particle,mg_watershard_shoot_circle,magic.particle,3752,,,,CLONE,reflect_circle,
particle,mg_watershard_shoot_bright,magic.particle,3761,BLURCIRCLE,TOP_ADD,,,,
particle,mg_watershard_shoot_bright_after,magic.particle,3780,,,,CLONE,mg_watershard_shoot_bright,
timeline,magic_recast_pr,magic.particle,3793,,,,SND;WAIT,puzz_box_activate_daia;puzz_box_activate_daia_holding,
timeline,mgblackhole_init,magic.particle,3805,,,delay;sa;sx;sy,DATAS;SND_SPOS;WAIT,mgblackhole_init_circle;mgblackhole_shoot_circle,
particle,mgblackhole_shoot_circle,magic.particle,3817,,,,CLONE,mg_watershard_shoot_circle,
particle,mgblackhole_prepare_elec,magic.particle,3830,,TOP_SUB,,CLONE,powerbomb_prepare_elec,
particle,mgblackhole_init_circle,magic.particle,3842,BLURCIRCLE,ADD,,,,
timeline,mgblackhole_charge,magic.particle,3860,,,sx;sy;time,DATAS;EFT;QU_HANDSHAKE;QU_VIB;SND_SPOS;WAIT,mgblackhole_charge_ripple;mgblackhole_prepare_elec,
particle,mgblackhole_charge_ripple,magic.particle,3875,FRAMERIPPLE,ADD,,,,
timeline,mgblackhole_appear,magic.particle,3899,,,len;time,QU_HANDSHAKE;QU_VIB;SND_SPOS;WAIT,mgblackhole_appear_line;mgblackhole_appear_line_s;mgblackhole_appear_line_start,
particle,mgblackhole_appear_line,magic.particle,3913,,TOP_ADD,,CLONE,magic_shotgun_dot,
particle,mgblackhole_appear_line_start,magic.particle,3932,,SUB,,CLONE,magic_shotgun_dot,
particle,mgblackhole_appear_line_s,magic.particle,3953,,SUB,,CLONE,mgblackhole_appear_line,
particle,mgblackhole_appear_shift_halo,magic.particle,3966,HALO,TOP,,,,
timeline,mgblackhole_end,magic.particle,3991,,,sx;sy,DATAS;SND_SPOS;WAIT,mgblackhole_end_circle;mgblackhole_end_doorline;mgblackhole_end_doorline_b,
particle,mgblackhole_end_circle,magic.particle,4001,BLURPOLYGON,SUB,,,,
particle,mgblackhole_end_doorline,magic.particle,4033,DOORLINE,TOP_ADD,,,,
particle,mgblackhole_end_doorline_b,magic.particle,4059,DOORLINE,TOP_SUB,,,,
timeline,mgblackhole_hit,magic.particle,4086,,,hit_x;hit_y,SND,mgblackhole_hit_circle;mgblackhole_hit_circle_l;mgblackhole_hit_circle_ll;mgblackhole_hit_halo,
particle,mgblackhole_hit_halo,magic.particle,4095,,,,CLONE,pr_hit_stab_halo,
particle,mgblackhole_hit_circle_l,magic.particle,4106,,SUB,,CLONE,pr_hit_stab_circle_l,
particle,mgblackhole_hit_circle_ll,magic.particle,4113,,SUB,,CLONE,pr_hit_stab_circle_ll,
particle,mgblackhole_hit_circle,magic.particle,4120,,ADD,,CLONE,pr_hit_stab_circle,
timeline,mg_watershard_barrier,magic.particle,4129,,,cx;cy,PVIB;SND;WAIT,mg_watershard_barrier_circle_blur;mg_watershard_barrier_circle_blur2;mg_watershard_barrier_line,
particle,mg_watershard_barrier_circle_blur,magic.particle,4138,BLURCIRCLE,TOP_ADD,,,,
particle,mg_watershard_barrier_circle_blur2,magic.particle,4154,BLURPOLYGON,TOP,,,,
particle,mg_watershard_barrier_line,magic.particle,4175,DOORLINE,TOP_ADD,,,,
timeline,flowerycircle_init,magic.particle,4205,,,sx;sy,DATAS;SND,bench_sitdown_line,
timeline,flowerycircle_keep,magic.particle,4215,,,radius;sx;sy,DATAS;SND,flowerycircle_keep_animkira,
timeline,flowerycircle_deactivate,magic.particle,4228,,,radius;sx;sy,DATAS,,
particle,flowerycircle_keep_animkira,magic.particle,4241,ANIMKIRA,TOP,,,,
timeline,flowerycircle_enter,magic.particle,4263,,,cx;cy;enter_first;is_enemy,SND,flowerycircle_enter_circle_en;flowerycircle_enter_circle_en_s;flowerycircle_enter_circle_pr;flowerycircle_enter_line_en,
particle,flowerycircle_enter_circle_pr,magic.particle,4289,BLURCIRCLE,TOP_ADD,,,,
particle,flowerycircle_enter_circle_en,magic.particle,4309,,,,CLONE,flowerycircle_enter_circle_pr,
particle,flowerycircle_enter_line_en,magic.particle,4316,DOORLINE,TOP,,,,
particle,flowerycircle_enter_circle_en_s,magic.particle,4336,BLURCIRCLE,TOP_SUB,,,,
particle,__mag_col_en_a0,magic_basic.particle,2,,,,,,
particle,__mag_col_en_aff,magic_basic.particle,8,,,,,,
particle,__mag_col_en_ared,magic_basic.particle,14,,,,,,
particle,__mag_col_en_s441,magic_basic.particle,20,,,,,,
particle,__mag_col_en_saa,magic_basic.particle,26,,,,,,
particle,magic_chantcomp_circle_pr,magic_basic.particle,33,POLYGON,ADD,,,,
particle,magic_chantcomp_circle_en,magic_basic.particle,72,,,,CLONE;MERGE,__mag_col_en_aff;magic_chantcomp_circle_pr,
particle,magic_chantcomp_circle_dust_0_pr,magic_basic.particle,76,,,,CLONE,magic_chantcomp_circle_pr,
particle,magic_chantcomp_circle_dust_1_pr,magic_basic.particle,98,,,,CLONE,magic_chantcomp_circle_dust_0_pr,
particle,magic_chantcomp_circle_dust_2_pr,magic_basic.particle,107,,,,CLONE,magic_chantcomp_circle_dust_1_pr,
particle,magic_chantcomp_circle_dust_0_en,magic_basic.particle,116,,,,CLONE;MERGE,__mag_col_en_aff;magic_chantcomp_circle_dust_0_pr,
particle,magic_chantcomp_circle_dust_1_en,magic_basic.particle,119,,,,CLONE;MERGE,__mag_col_en_aff;magic_chantcomp_circle_dust_1_pr,
particle,magic_chantcomp_circle_dust_2_en,magic_basic.particle,122,,,,CLONE;MERGE,__mag_col_en_aff;magic_chantcomp_circle_dust_2_pr,
particle,magic_chantcomp_target_sub_pr,magic_basic.particle,129,BLURCIRCLE,SUB,,,,
particle,magic_chantcomp_target_sub_en,magic_basic.particle,150,,,,CLONE;MERGE,__mag_col_en_saa;magic_chantcomp_target_sub_pr,
particle,magic_chantcomp_target_add_pr,magic_basic.particle,154,,ADD,,CLONE,magic_chantcomp_target_sub_pr,
particle,magic_chantcomp_target_add_en,magic_basic.particle,168,,,,CLONE;MERGE,__mag_col_en_aff;magic_chantcomp_target_add_pr,
particle,magic_chantcomp_target_halo_pr,magic_basic.particle,172,HALO,ADD,,,,
particle,magic_chantcomp_target_halo_en,magic_basic.particle,197,,,,CLONE;MERGE,__mag_col_en_aff;magic_chantcomp_target_halo_pr,
timeline,break_weed,mana.particle,1,,,_agR;_dx;_playsnd;hit_x;hit_y;weed_x;weed_y;x;y,,break_mana_weed;break_mana_weed_halo,
timeline,appear_weed,mana.particle,13,,,x;y,,appear_mana_weed;appear_mana_weed_halo,
particle,break_mana_weed,mana.particle,19,POLYGON,NORMAL,,,,
particle,break_mana_weed_halo,mana.particle,53,BLURPOLYGON,NORMAL,,,,
particle,appear_mana_weed,mana.particle,94,DOT,NORMAL,,,,
particle,appear_mana_weed_halo,mana.particle,120,,,,CLONE,break_mana_weed_halo,
timeline,mana_get_pr,mana.particle,130,,,centerpr;mx;my,SND,mana_get_pr_daia;mana_get_pr_dot,
timeline,mana_get_en,mana.particle,145,,,mx;my,SND,mana_get_en_daia;mana_get_en_dot,
particle,mana_get_pr_dot,mana.particle,154,DOT,ADD,,,,
particle,mana_get_pr_daia,mana.particle,177,POLYGON,ADD,,,,
particle,mana_get_en_daia,mana.particle,196,,,,CLONE,mana_get_pr_daia,
particle,mana_get_en_dot,mana.particle,203,,,,CLONE,mana_get_pr_dot,
timeline,dojo_rpc_appear,mgm_dojo.particle,1,,,cx;cy,,dojo_rpc_appear_smoke,
particle,dojo_rpc_appear_smoke,mgm_dojo.particle,6,SMOKE_L,TOP,,,,
timeline,dojo_hit_success,mgm_dojo.particle,37,,,cx;cy;pr;type,,dojo_hit_success_circle_en,
particle,dojo_hit_success_circle_en,mgm_dojo.particle,49,CIRCLE,TOP,,,,
particle,dojo_hit_success_circle_0,mgm_dojo.particle,66,,,,CLONE,dojo_hit_success_circle_en,
particle,dojo_hit_success_circle_1,mgm_dojo.particle,72,,,,CLONE,dojo_hit_success_circle_en,
particle,dojo_hit_success_circle_2,mgm_dojo.particle,78,,,,CLONE,dojo_hit_success_circle_en,
particle,dojo_hit_success_poly_en0,mgm_dojo.particle,85,POLYGON,TOP,,,,
particle,dojo_hit_success_poly_en1,mgm_dojo.particle,109,,,,CLONE,dojo_hit_success_poly_en0,
particle,dojo_hit_success_poly_en2,mgm_dojo.particle,115,,,,CLONE,dojo_hit_success_poly_en0,
particle,dojo_hit_success_poly_pr0,mgm_dojo.particle,123,,,,CLONE,dojo_hit_success_poly_en0,
particle,dojo_hit_success_poly_pr1,mgm_dojo.particle,130,,,,CLONE,dojo_hit_success_poly_en1,
particle,dojo_hit_success_poly_pr2,mgm_dojo.particle,137,,,,CLONE,dojo_hit_success_poly_en2,
particle,dojo_hk_appear,mgm_dojo.particle,146,CIRCLE,,,,,
timeline,dojo_addc_crack,mgm_dojo.particle,164,,,cx;cy;pr,SND,dojo_break_crack_dline,
timeline,dojo_break_crack,mgm_dojo.particle,172,,,cx;cy,SND,dojo_break_crack_circle;dojo_break_crack_circle0;dojo_break_crack_dline,
particle,dojo_break_crack_circle0,mgm_dojo.particle,180,CIRCLE,TOP,,,,
particle,dojo_break_crack_dline,mgm_dojo.particle,190,DOORLINE,TOP,,,,
timeline,dojo_cure0,mgm_dojo.particle,216,,,cx;cy,SND,dojo_cure0_line,
particle,dojo_cure0_line,mgm_dojo.particle,223,LINE,TOP,,,,
timeline,dojo_cure1,mgm_dojo.particle,241,,,cx;cy,,dojo_cure1_circle;dojo_cure1_circle_t,
particle,dojo_cure1_circle,mgm_dojo.particle,246,CIRCLE,TOP,,,,
particle,dojo_break_crack_circle,mgm_dojo.particle,260,,,,CLONE,dojo_cure1_circle,
particle,dojo_cure1_circle_t,mgm_dojo.particle,267,CIRCLE,,,CLONE,dojo_cure1_circle,
timeline,dojo_loseb0,mgm_dojo.particle,277,,,,SND;WAIT,,
particle,dojo_rotate_eye0,mgm_dojo.particle,288,,TOP,,CLONE,mgolem_od_rotate_eye,
particle,dojo_rotate_eye1,mgm_dojo.particle,296,,,,CLONE,dojo_rotate_eye0,
particle,dojo_rotate_eye2,mgm_dojo.particle,303,,,,CLONE,dojo_rotate_eye0,
particle,dojo_loseg_piece,mgm_dojo.particle,311,NOEL_BREAK_CLOTH,,,,,
timeline,dojo_wing,mgm_dojo.particle,351,,,agR;i;meshy,SND,boss_killed_explode_circle;boss_killed_explode_ripple,
particle,fis_surface_ripple,mgm_fish.particle,1,CIRCLE,,,,,
particle,fish_catcher_oncatcher,mgm_fish.particle,17,BLURCIRCLE,,,,,
timeline,fis_punch_success,mgm_fish.particle,39,,,,FOLLOW;SND;WAIT,,
particle,fis_punch_success,mgm_fish.particle,46,CIRCLE,TOP,,,,
timeline,fish_lure_onwater,mgm_fish.particle,67,,,cx,SND,,
timeline,fish_lure_dive,mgm_fish.particle,74,,,cx;cy,SND,fish_lure_dive_circle,
particle,fish_lure_dive_circle,mgm_fish.particle,80,CIRCLE,TOP,,,,
timeline,fish_lure_back,mgm_fish.particle,102,,,cx,SND,,
timeline,fish_lure_escaped,mgm_fish.particle,108,,,cx,SND;WAIT,,
timeline,fish_gyotaku_result_star,mgm_fish.particle,116,,,cx;cy,,,
particle,fish_gyotaku_result_star,mgm_fish.particle,122,HALO,TOP_ADD,,,,
timeline,fishing_eat_feed,mgm_fish.particle,156,,,cx;cy,SND,fishing_eat_feed_dot,
particle,fishing_eat_feed_dot,mgm_fish.particle,162,,,,CLONE,fish_lure_dive_circle,
timeline,fishing_maxscore_broken,mgm_fish.particle,174,,,cx;cy,SND,fishing_break_star_dot,
particle,fishing_break_star_dot,mgm_fish.particle,180,,TOP,,CLONE,fishing_eat_feed_dot,
timeline,fishpond_surface_bubble,mgm_fish.particle,191,,,cx;cy;saf,SND;WAIT,,
particle,fishpond_surface_bubble,mgm_fish.particle,201,BUBBLE_SURFACE,,,,,
timeline,puzzle_switch_activate,puzzle.particle,1,,,agR;col;x;y,EFT;SND,,postHamonMagic
particle,__puzzle_col0,puzzle.particle,12,,TOP_ADD,,,,
particle,__puzzle_col1,puzzle.particle,17,,TOP_ADD,,,,
particle,__puzzle_col2,puzzle.particle,22,,TOP_ADD,,,,
particle,__puzzle_col3,puzzle.particle,27,,TOP_ADD,,,,
particle,__puzzle_col4,puzzle.particle,32,,TOP_ADD,,,,
particle,puzzle_switch_activate_doorline_c0,puzzle.particle,38,DOORLINE,,,MERGE,__puzzle_col0,
particle,puzzle_switch_activate_doorline_c1,puzzle.particle,61,,,,CLONE;MERGE,__puzzle_col1;puzzle_switch_activate_doorline_c0,
particle,puzzle_switch_activate_doorline_c2,puzzle.particle,64,,,,CLONE;MERGE,__puzzle_col2;puzzle_switch_activate_doorline_c0,
particle,puzzle_switch_activate_doorline_c3,puzzle.particle,67,,,,CLONE;MERGE,__puzzle_col3;puzzle_switch_activate_doorline_c0,
particle,puzzle_switch_activate_doorline_c4,puzzle.particle,70,,,,CLONE;MERGE,__puzzle_col4;puzzle_switch_activate_doorline_c0,
particle,puzzle_switch_activate_smoke_c0,puzzle.particle,75,DOORLINE,,,MERGE,__puzzle_col0,
particle,puzzle_switch_activate_smoke_c1,puzzle.particle,91,,,,CLONE;MERGE,__puzzle_col1;puzzle_switch_activate_smoke_c0,
particle,puzzle_switch_activate_smoke_c2,puzzle.particle,94,,,,CLONE;MERGE,__puzzle_col2;puzzle_switch_activate_smoke_c0,
particle,puzzle_switch_activate_smoke_c3,puzzle.particle,97,,,,CLONE;MERGE,__puzzle_col3;puzzle_switch_activate_smoke_c0,
particle,puzzle_switch_activate_smoke_c4,puzzle.particle,100,,,,CLONE;MERGE,__puzzle_col4;puzzle_switch_activate_smoke_c0,
particle,puzzle_switch_activate_kira_c0,puzzle.particle,104,KIRA,,,MERGE,__puzzle_col0,
particle,puzzle_switch_activate_kira_c1,puzzle.particle,121,,,,CLONE;MERGE,__puzzle_col1;puzzle_switch_activate_kira_c0,
particle,puzzle_switch_activate_kira_c2,puzzle.particle,124,,,,CLONE;MERGE,__puzzle_col2;puzzle_switch_activate_kira_c0,
particle,puzzle_switch_activate_kira_c3,puzzle.particle,127,,,,CLONE;MERGE,__puzzle_col3;puzzle_switch_activate_kira_c0,
particle,puzzle_switch_activate_kira_c4,puzzle.particle,130,,,,CLONE;MERGE,__puzzle_col4;puzzle_switch_activate_kira_c0,
timeline,puzzle_switch_deactivate,puzzle.particle,134,,,agR;col;x;y,EFT;SND,,postHamonMagic
particle,puzzle_switch_close_line_c0,puzzle.particle,142,LINE,,,MERGE,__puzzle_col0,
particle,puzzle_switch_close_line_c1,puzzle.particle,167,,,,CLONE;MERGE,__puzzle_col1;puzzle_switch_close_line_c0,
particle,puzzle_switch_close_line_c2,puzzle.particle,170,,,,CLONE;MERGE,__puzzle_col2;puzzle_switch_close_line_c0,
particle,puzzle_switch_close_line_c3,puzzle.particle,173,,,,CLONE;MERGE,__puzzle_col3;puzzle_switch_close_line_c0,
particle,puzzle_switch_close_line_c4,puzzle.particle,177,,,,CLONE;MERGE,__puzzle_col4;puzzle_switch_close_line_c0,
timeline,puzzle_connector_activate,puzzle.particle,182,,,col;x;y,,,
particle,puzzle_connector_activate_daia_c0,puzzle.particle,189,POLYGON,,,MERGE,__puzzle_col0,
particle,puzzle_connector_activate_daia_c1,puzzle.particle,205,,,,CLONE;MERGE,__puzzle_col1;puzzle_connector_activate_daia_c0,
particle,puzzle_connector_activate_daia_c2,puzzle.particle,208,,,,CLONE;MERGE,__puzzle_col2;puzzle_connector_activate_daia_c0,
particle,puzzle_connector_activate_daia_c3,puzzle.particle,211,,,,CLONE;MERGE,__puzzle_col3;puzzle_connector_activate_daia_c0,
particle,puzzle_connector_activate_daia_c4,puzzle.particle,214,,,,CLONE;MERGE,__puzzle_col4;puzzle_connector_activate_daia_c0,
timeline,puzzle_lit_activate,puzzle.particle,218,,,x;y,,puzzle_lit_activate_aula,
timeline,puzzle_lit_deactivate,puzzle.particle,222,,,x;y,,puzzle_lit_deactivate_aula,
particle,puzzle_lit_activate_aula,puzzle.particle,228,BLURCIRCLE,TOP_ADD,,,,
particle,puzzle_lit_deactivate_aula,puzzle.particle,266,,,,CLONE,puzzle_lit_activate_aula,
particle,puzzle_lit_star,puzzle.particle,276,BLURCIRCLE,TOP_ADD,,,,
timeline,puzzle_connector_deactivate,puzzle.particle,314,,,col;x;y,,,
particle,puzzle_connector_deactivate_daia_c0,puzzle.particle,320,DAIA,,,MERGE,__puzzle_col0,
particle,puzzle_connector_deactivate_daia_c1,puzzle.particle,345,,,,CLONE;MERGE,__puzzle_col1;puzzle_connector_deactivate_daia_c0,
particle,puzzle_connector_deactivate_daia_c2,puzzle.particle,348,,,,CLONE;MERGE,__puzzle_col2;puzzle_connector_deactivate_daia_c0,
particle,puzzle_connector_deactivate_daia_c3,puzzle.particle,351,,,,CLONE;MERGE,__puzzle_col3;puzzle_connector_deactivate_daia_c0,
particle,puzzle_connector_deactivate_daia_c4,puzzle.particle,355,,,,CLONE;MERGE,__puzzle_col4;puzzle_connector_deactivate_daia_c0,
timeline,puzzle_barrier_activate,puzzle.particle,360,,,_i,SND,puzzle_barrier_daia,
particle,puzzle_barrier_daia,puzzle.particle,375,POLYGON,TOP_ADD,,,,
timeline,puzzle_barrier_deactivate,puzzle.particle,404,,,,SND,,
particle,map_thunder_shooter,puzzle.particle,411,ELEC,ADD,,,,
particle,map_thunder_shooter_moving,puzzle.particle,452,,,,CLONE,map_thunder_shooter,
particle,map_thunder_foot,puzzle.particle,459,LINE,ADD,,,,
particle,map_thunder_foot_c,puzzle.particle,489,BLURPOLYGON,ADD,,,,
particle,map_thunder_head_c,puzzle.particle,512,,,,CLONE,map_thunder_foot_c,
timeline,warp_portal_open,puzzle.particle,526,,,x;y,SND,,
timeline,warp_portal_open2,puzzle.particle,530,,,x;y,,warp_portal_open_door,
timeline,warp_portal_close,puzzle.particle,535,,,x;y,SND,,
timeline,puzz_warp_execute,puzzle.particle,540,,,dx;dy;sx;sy,SND,warp_execute_circle,
particle,warp_portal_open_door,puzzle.particle,548,DOORLINE,,,,,
particle,puzz_warp_star,puzzle.particle,583,KIRA,TOP_ADD,,,,
particle,warp_execute_circle,puzzle.particle,603,CIRCLE,TOP_ADD,,,,
timeline,puzz_barrier_lit_snapped,puzzle.particle,628,,,x;y,SND,puzz_barrier_lit_snapped_door,
particle,puzz_barrier_lit_snapped_door,puzzle.particle,634,DOORLINE,TOP,,,,
timeline,checkpoint_registered_bonfire,puzzle.particle,663,,,x;y,SND,,
particle,checkpoint_registered_bonfire,puzzle.particle,669,,,,CLONE,puzz_barrier_lit_snapped_door,
timeline,checkpoint_registered_glacier,puzzle.particle,675,,,x;y,SND,,
particle,checkpoint_registered_glacier,puzzle.particle,681,,,,CLONE,puzz_barrier_lit_snapped_door,
timeline,matoate_appeared,puzzle.particle,692,,,cx;cy,SND,matoate_appear_smoke,
particle,matoate_appear_smoke,puzzle.particle,698,SMOKE_L,TOP,,,,
timeline,matoate_defeated,puzzle.particle,716,,,cx;cy,SND,matoate_appear_smoke;matoate_defeated_dot,
particle,matoate_defeated_dot,puzzle.particle,724,POLYGON,TOP,,,,
timeline,matoate_disappeared,puzzle.particle,754,,,cx;cy,SND,matoate_disappear_doorline,
particle,matoate_disappear_doorline,puzzle.particle,761,,TOP,,CLONE,puzzle_switch_activate_doorline_c0,
timeline,matoate_complete,puzzle.particle,771,,,cx;cy;difx;dify,SND,matoate_complete_unikira,
particle,matoate_complete_unikira,puzzle.particle,778,HALO,TOP_ADD,,,,
timeline,hourglass_activate,puzzle.particle,802,,,cx;cy;rot_t,SND;WAIT,hourglass_activate_smoke,
particle,hourglass_activate_smoke,puzzle.particle,811,SMOKE_L,,,,,
timeline,breakable_fire_burn_start,puzzle.particle,834,,,h;w;x;y,SND,breakable_fire_burn_start_circle,
particle,breakable_fire_burn_start_circle,puzzle.particle,841,,,,CLONE,cp_bonfire_light,
timeline,breakable_fire_burn_end,puzzle.particle,852,,,h;w;x;y,SND,breakable_fire_burn_end_smoke,
particle,breakable_fire_burn_end_smoke,puzzle.particle,859,SMOKE_L,,,,,
timeline,water_slicer_activated,puzzle.particle,880,,,,QU_VIB;SND,,
timeline,puzz_ground_bump,puzzle.particle,889,,,agR;cx;cy,SND,puzz_bump_smoke,
particle,puzz_bump_smoke,puzzle.particle,897,,,,CLONE,ground_bump_smoke_l,
timeline,puzz_box_activate_once_base,puzzle.particle,907,,,cx;cy,SND,puzz_box_activate_daia,
timeline,puzz_box_activate_once,puzzle.particle,915,,,cx;cy,MERGE;WAIT,puzz_box_activate_daia_holding;puzz_box_activate_once_base,
timeline,puzz_box_activate,puzzle.particle,921,,,cx;cy,MERGE;WAIT,puzz_box_activate_daia_holding;puzz_box_activate_once_base,
timeline,puzz_box_activate_eye,puzzle.particle,930,,,cx;cy,,puzz_box_activate_daia,
particle,puzz_box_activate_daia,puzzle.particle,936,POLYGON,TOP_ADD,,,,
